Date,IVVB11,Date,BOVA11
1/31/2019 16:56:00,104.52,1/31/2019 16:56:00,94
2/1/2019 16:56:00,104.9,2/1/2019 16:56:00,94.36
2/4/2019 16:56:00,105.68,2/4/2019 16:56:00,95.03
2/5/2019 16:56:00,106.47,2/5/2019 16:56:00,94.8
2/6/2019 16:56:00,107.24,2/6/2019 16:56:00,91.27
2/7/2019 16:56:00,106.57,2/7/2019 16:56:00,91
2/8/2019 16:56:00,106.8,2/8/2019 16:56:00,91.7
2/11/2019 16:56:00,107.9,2/11/2019 16:56:00,90.99
2/12/2019 16:56:00,108.59,2/12/2019 16:56:00,92.45
2/13/2019 16:56:00,110.09,2/13/2019 16:56:00,92.6
2/14/2019 16:56:00,108.92,2/14/2019 16:56:00,94.34
2/15/2019 16:56:00,108.9,2/15/2019 16:56:00,94.04
2/19/2019 16:56:00,109.74,2/19/2019 16:56:00,93.78
2/20/2019 16:56:00,110.25,2/20/2019 16:56:00,93.17
2/21/2019 16:56:00,111.18,2/21/2019 16:56:00,93.58
2/22/2019 16:56:00,110.99,2/22/2019 16:56:00,94.44
2/25/2019 16:56:00,111.42,2/25/2019 16:56:00,93.77
2/26/2019 16:56:00,111.45,2/26/2019 16:56:00,94.12
2/27/2019 16:56:00,110.79,2/27/2019 16:56:00,93.84
2/28/2019 16:56:00,111.25,2/28/2019 16:56:00,91.85
3/1/2019 16:56:00,112.46,3/1/2019 16:56:00,91.08
3/6/2019 16:56:00,112.85,3/6/2019 16:56:00,90.76
3/7/2019 16:56:00,113.16,3/7/2019 16:56:00,91.05
3/8/2019 16:56:00,112.88,3/8/2019 16:56:00,91.85
3/11/2019 16:56:00,113.94,3/11/2019 16:56:00,94.55
3/12/2019 16:56:00,113.47,3/12/2019 16:56:00,94.4
3/13/2019 16:56:00,114,3/13/2019 16:56:00,95.31
3/14/2019 16:56:00,114.99,3/14/2019 16:56:00,94.95
3/15/2019 16:56:00,114.52,3/15/2019 16:56:00,95.53
3/18/2019 16:56:00,114.45,3/18/2019 16:56:00,96.38
3/19/2019 16:56:00,114.25,3/19/2019 16:56:00,96.06
3/20/2019 16:56:00,112.44,3/20/2019 16:56:00,94.35
3/21/2019 16:56:00,115.26,3/21/2019 16:56:00,93.01
3/22/2019 16:56:00,116.31,3/22/2019 16:56:00,90.25
3/25/2019 16:56:00,114.89,3/25/2019 16:56:00,90.35
3/26/2019 16:56:00,116.08,3/26/2019 16:56:00,91.91
3/27/2019 16:56:00,117.87,3/27/2019 16:56:00,88.1
3/28/2019 16:56:00,116.87,3/28/2019 16:56:00,91.02
3/29/2019 16:56:00,118.15,3/29/2019 16:56:00,91.81
4/1/2019 16:56:00,118.18,4/1/2019 16:56:00,92.35
4/2/2019 16:56:00,117.95,4/2/2019 16:56:00,91.83
4/3/2019 16:56:00,118.65,4/3/2019 16:56:00,91.16
4/4/2019 16:56:00,117.95,4/4/2019 16:56:00,92.87
4/5/2019 16:56:00,118.99,4/5/2019 16:56:00,93.56
4/8/2019 16:56:00,118.42,4/8/2019 16:56:00,93.78
4/9/2019 16:56:00,118,4/9/2019 16:56:00,92.7
4/10/2019 16:56:00,117.45,4/10/2019 16:56:00,92.49
4/11/2019 16:56:00,118.55,4/11/2019 16:56:00,91.38
4/12/2019 16:56:00,120.8,4/12/2019 16:56:00,89.51
4/15/2019 16:56:00,119.6,4/15/2019 16:56:00,89.81
4/16/2019 16:56:00,120.69,4/16/2019 16:56:00,91
4/17/2019 16:56:00,121.65,4/17/2019 16:56:00,90
4/18/2019 16:56:00,121.85,4/18/2019 16:56:00,91.16
4/22/2019 16:56:00,121.82,4/22/2019 16:56:00,91.2
4/23/2019 16:56:00,122.4,4/23/2019 16:56:00,92.37
4/24/2019 16:56:00,124,4/24/2019 16:56:00,91.6
4/25/2019 16:56:00,123.88,4/25/2019 16:56:00,92.9
4/26/2019 16:56:00,122.68,4/26/2019 16:56:00,92.63
4/29/2019 16:56:00,123.8,4/29/2019 16:56:00,92.72
4/30/2019 16:56:00,122.85,4/30/2019 16:56:00,92.88
5/2/2019 16:56:00,122.69,5/2/2019 16:56:00,92.16
5/3/2019 16:56:00,123.35,5/3/2019 16:56:00,92.6
5/6/2019 16:56:00,123.24,5/6/2019 16:56:00,91.61
5/7/2019 16:56:00,122,5/7/2019 16:56:00,90.98
5/8/2019 16:56:00,120.7,5/8/2019 16:56:00,92.11
5/9/2019 16:56:00,120.93,5/9/2019 16:56:00,91.37
5/10/2019 16:56:00,121.18,5/10/2019 16:56:00,90.8
5/13/2019 16:56:00,119.01,5/13/2019 16:56:00,88.31
5/14/2019 16:56:00,120.07,5/14/2019 16:56:00,88.76
5/15/2019 16:56:00,121,5/15/2019 16:56:00,87.87
5/16/2019 16:56:00,123.59,5/16/2019 16:56:00,86.56
5/17/2019 16:56:00,125.91,5/17/2019 16:56:00,86.74
5/20/2019 16:56:00,123.9,5/20/2019 16:56:00,88.83
5/21/2019 16:56:00,123.3,5/21/2019 16:56:00,91.19
5/22/2019 16:56:00,123.3,5/22/2019 16:56:00,90.96
5/23/2019 16:56:00,121.74,5/23/2019 16:56:00,90.43
5/24/2019 16:56:00,121.29,5/24/2019 16:56:00,90.25
5/27/2019 16:56:00,121.5,5/27/2019 16:56:00,91.5
5/28/2019 16:56:00,120.5,5/28/2019 16:56:00,92.85
5/29/2019 16:56:00,117.77,5/29/2019 16:56:00,93.06
5/30/2019 16:56:00,118.25,5/30/2019 16:56:00,93.96
5/31/2019 16:56:00,115.05,5/31/2019 16:56:00,93.59
6/3/2019 16:56:00,113.58,6/3/2019 16:56:00,93.48
6/4/2019 16:56:00,115.1,6/4/2019 16:56:00,93.8
6/5/2019 16:56:00,117.38,6/5/2019 16:56:00,92.64
6/6/2019 16:56:00,117.8,6/6/2019 16:56:00,93.69
6/7/2019 16:56:00,118.78,6/7/2019 16:56:00,94.22
6/10/2019 16:56:00,119.61,6/10/2019 16:56:00,93.85
6/11/2019 16:56:00,118.76,6/11/2019 16:56:00,95.42
6/12/2019 16:56:00,118.65,6/12/2019 16:56:00,94.66
6/13/2019 16:56:00,118.91,6/13/2019 16:56:00,95.14
6/14/2019 16:56:00,120.09,6/14/2019 16:56:00,94.51
6/17/2019 16:56:00,120.09,6/17/2019 16:56:00,94.25
6/18/2019 16:56:00,120.15,6/18/2019 16:56:00,95.77
6/19/2019 16:56:00,120.09,6/19/2019 16:56:00,96.63
6/21/2019 16:56:00,119.77,6/21/2019 16:56:00,98.22
6/24/2019 16:56:00,120.21,6/24/2019 16:56:00,98.31
6/25/2019 16:56:00,119.7,6/25/2019 16:56:00,96.36
6/26/2019 16:56:00,119.05,6/26/2019 16:56:00,96.85
6/27/2019 16:56:00,119.29,6/27/2019 16:56:00,97.07
6/28/2019 16:56:00,119.7,6/28/2019 16:56:00,97.11
7/1/2019 16:56:00,121.62,7/1/2019 16:56:00,97.45
7/2/2019 16:56:00,122.25,7/2/2019 16:56:00,96.77
7/3/2019 16:56:00,121.07,7/3/2019 16:56:00,98.32
7/4/2019 16:56:00,122.8,7/4/2019 16:56:00,100
7/5/2019 16:56:00,122.5,7/5/2019 16:56:00,100.27
7/8/2019 16:56:00,121.8,7/8/2019 16:56:00,100.56
7/10/2019 16:56:00,120.5,7/10/2019 16:56:00,101.96
7/11/2019 16:56:00,119.82,7/11/2019 16:56:00,101.21
7/12/2019 16:56:00,120.05,7/12/2019 16:56:00,100.05
7/15/2019 16:56:00,120.75,7/15/2019 16:56:00,100.04
7/16/2019 16:56:00,120.39,7/16/2019 16:56:00,99.9
7/17/2019 16:56:00,119.75,7/17/2019 16:56:00,100.01
7/18/2019 16:56:00,119.01,7/18/2019 16:56:00,100.7
7/19/2019 16:56:00,119.1,7/19/2019 16:56:00,99.6
7/22/2019 16:56:00,118.99,7/22/2019 16:56:00,100
7/23/2019 16:56:00,121.1,7/23/2019 16:56:00,100.1
7/24/2019 16:56:00,121.32,7/24/2019 16:56:00,100.39
7/25/2019 16:56:00,121.25,7/25/2019 16:56:00,98.8
7/26/2019 16:56:00,121.8,7/26/2019 16:56:00,99.15
7/29/2019 16:56:00,121.9,7/29/2019 16:56:00,99.56
7/30/2019 16:56:00,120.6,7/30/2019 16:56:00,99.12
7/31/2019 16:56:00,121.11,7/31/2019 16:56:00,97.98
8/1/2019 16:56:00,122.05,8/1/2019 16:56:00,98.43
8/2/2019 16:56:00,121.9,8/2/2019 16:56:00,98.78
8/5/2019 16:56:00,119.99,8/5/2019 16:56:00,96.47
8/6/2019 16:56:00,121.89,8/6/2019 16:56:00,98.44
8/7/2019 16:56:00,122.45,8/7/2019 16:56:00,99.05
8/8/2019 16:56:00,123.32,8/8/2019 16:56:00,100.36
8/9/2019 16:56:00,122.99,8/9/2019 16:56:00,100.24
8/12/2019 16:56:00,122.67,8/12/2019 16:56:00,98.16
8/13/2019 16:56:00,124.23,8/13/2019 16:56:00,99.52
8/14/2019 16:56:00,122.7,8/14/2019 16:56:00,96.65
8/15/2019 16:56:00,121.52,8/15/2019 16:56:00,95.38
8/16/2019 16:56:00,123.8,8/16/2019 16:56:00,96.15
8/19/2019 16:56:00,127.11,8/19/2019 16:56:00,95.77
8/20/2019 16:56:00,125.89,8/20/2019 16:56:00,95.54
8/21/2019 16:56:00,127.5,8/21/2019 16:56:00,97.53
8/22/2019 16:56:00,127.5,8/22/2019 16:56:00,96.35
8/23/2019 16:56:00,125.63,8/23/2019 16:56:00,94.02
8/26/2019 16:56:00,127.62,8/26/2019 16:56:00,92.65
8/27/2019 16:56:00,127.25,8/27/2019 16:56:00,93.65
8/28/2019 16:56:00,126.52,8/28/2019 16:56:00,94.58
8/29/2019 16:56:00,130.5,8/29/2019 16:56:00,96.86
8/30/2019 16:56:00,129.08,8/30/2019 16:56:00,97.61
9/2/2019 16:56:00,129.55,9/2/2019 16:56:00,96.76
9/3/2019 16:56:00,130.08,9/3/2019 16:56:00,95.9
9/4/2019 16:56:00,129.27,9/4/2019 16:56:00,97.37
9/5/2019 16:56:00,131.02,9/5/2019 16:56:00,98.44
9/6/2019 16:56:00,129.99,9/6/2019 16:56:00,99.13
9/9/2019 16:56:00,130.91,9/9/2019 16:56:00,99.33
9/10/2019 16:56:00,130.27,9/10/2019 16:56:00,99.19
9/11/2019 16:56:00,130.5,9/11/2019 16:56:00,99.75
9/12/2019 16:56:00,130.98,9/12/2019 16:56:00,100.36
9/13/2019 16:56:00,131.5,9/13/2019 16:56:00,99.58
9/16/2019 16:56:00,131.31,9/16/2019 16:56:00,99.8
9/17/2019 16:56:00,131.21,9/17/2019 16:56:00,100.76
9/18/2019 16:56:00,131.71,9/18/2019 16:56:00,100.63
9/19/2019 16:56:00,133.82,9/19/2019 16:56:00,100.44
9/20/2019 16:56:00,133.08,9/20/2019 16:56:00,100.76
9/23/2019 16:56:00,133.25,9/23/2019 16:56:00,100.78
9/24/2019 16:56:00,132.23,9/24/2019 16:56:00,100
9/25/2019 16:56:00,131.1,9/25/2019 16:56:00,100.45
9/26/2019 16:56:00,132.75,9/26/2019 16:56:00,101.43
9/27/2019 16:56:00,131.52,9/27/2019 16:56:00,101.24
9/30/2019 16:56:00,132.32,9/30/2019 16:56:00,101.01
10/1/2019 16:56:00,130.85,10/1/2019 16:56:00,100.06
10/2/2019 16:56:00,127.71,10/2/2019 16:56:00,97.15
10/3/2019 16:56:00,126.25,10/3/2019 16:56:00,97.72
10/4/2019 16:56:00,127.8,10/4/2019 16:56:00,98.69
10/7/2019 16:56:00,128.59,10/7/2019 16:56:00,96.8
10/8/2019 16:56:00,126.03,10/8/2019 16:56:00,96.15
10/9/2019 16:56:00,128.18,10/9/2019 16:56:00,97.5
10/10/2019 16:56:00,129.89,10/10/2019 16:56:00,98.08
10/11/2019 16:56:00,130.13,10/11/2019 16:56:00,99.97
10/14/2019 16:56:00,130.7,10/14/2019 16:56:00,100.35
10/15/2019 16:56:00,133.65,10/15/2019 16:56:00,100.58
10/16/2019 16:56:00,132.54,10/16/2019 16:56:00,101.4
10/17/2019 16:56:00,133.15,10/17/2019 16:56:00,101.05
10/18/2019 16:56:00,131.4,10/18/2019 16:56:00,100.75
10/21/2019 16:56:00,132.9,10/21/2019 16:56:00,102
10/22/2019 16:56:00,130.65,10/22/2019 16:56:00,103.24
10/23/2019 16:56:00,129.65,10/23/2019 16:56:00,103.4
10/24/2019 16:56:00,129.9,10/24/2019 16:56:00,103
10/25/2019 16:56:00,129.72,10/25/2019 16:56:00,103.37
10/28/2019 16:56:00,129.6,10/28/2019 16:56:00,103.95
10/29/2019 16:56:00,129.82,10/29/2019 16:56:00,103.5
10/30/2019 16:56:00,129.99,10/30/2019 16:56:00,104.29
10/31/2019 16:56:00,130,10/31/2019 16:56:00,103.23
11/1/2019 16:56:00,129.93,11/1/2019 16:56:00,104.27
11/4/2019 16:56:00,132.15,11/4/2019 16:56:00,104.63
11/5/2019 16:56:00,131.15,11/5/2019 16:56:00,104.67
11/6/2019 16:56:00,133.85,11/6/2019 16:56:00,104.35
11/7/2019 16:56:00,135.6,11/7/2019 16:56:00,105.31
11/8/2019 16:56:00,137.51,11/8/2019 16:56:00,103.4
11/11/2019 16:56:00,137.17,11/11/2019 16:56:00,104.24
11/12/2019 16:56:00,137.92,11/12/2019 16:56:00,102.45
11/13/2019 16:56:00,138.53,11/13/2019 16:56:00,102.37
11/14/2019 16:56:00,139.06,11/14/2019 16:56:00,102.55
11/18/2019 16:56:00,140.9,11/18/2019 16:56:00,102
11/19/2019 16:56:00,140.49,11/19/2019 16:56:00,101.96
11/21/2019 16:56:00,139.75,11/21/2019 16:56:00,103.5
11/22/2019 16:56:00,139.85,11/22/2019 16:56:00,104.6
11/25/2019 16:56:00,141.95,11/25/2019 16:56:00,104.25
11/26/2019 16:56:00,142.93,11/26/2019 16:56:00,103.44
11/27/2019 16:56:00,143.95,11/27/2019 16:56:00,103.68
11/28/2019 16:56:00,142.99,11/28/2019 16:56:00,104.38
11/29/2019 16:56:00,143.6,11/29/2019 16:56:00,104.35
12/2/2019 16:56:00,141,12/2/2019 16:56:00,104.81
12/3/2019 16:56:00,139.53,12/3/2019 16:56:00,105
12/4/2019 16:56:00,140.37,12/4/2019 16:56:00,106.1
12/5/2019 16:56:00,140,12/5/2019 16:56:00,106.44
12/6/2019 16:56:00,139.73,12/6/2019 16:56:00,106.93
12/9/2019 16:56:00,139.45,12/9/2019 16:56:00,106.77
12/10/2019 16:56:00,139.37,12/10/2019 16:56:00,106.58
12/11/2019 16:56:00,138.8,12/11/2019 16:56:00,106.75
12/12/2019 16:56:00,138.91,12/12/2019 16:56:00,107.85
12/13/2019 16:56:00,139.72,12/13/2019 16:56:00,108.31
12/16/2019 16:56:00,138.51,12/16/2019 16:56:00,107.72
12/17/2019 16:56:00,139.2,12/17/2019 16:56:00,108.41
12/18/2019 16:56:00,139,12/18/2019 16:56:00,110.16
12/19/2019 16:56:00,138.2,12/19/2019 16:56:00,110.82
12/20/2019 16:56:00,141.35,12/20/2019 16:56:00,110.84
12/23/2019 16:56:00,141.55,12/23/2019 16:56:00,111.67
12/26/2019 16:56:00,140.4,12/26/2019 16:56:00,112.81
12/27/2019 16:56:00,140.35,12/27/2019 16:56:00,112.17
12/30/2019 16:56:00,138.71,12/30/2019 16:56:00,111.23
1/2/2020 16:56:00,140.6,1/2/2020 16:56:00,114.24
1/3/2020 17:50:00,140.7,1/3/2020 17:50:00,113.8
1/7/2020 16:56:00,141.3,1/7/2020 16:56:00,112.24
1/8/2020 16:56:00,141.55,1/8/2020 16:56:00,111.95
1/9/2020 16:56:00,143.4,1/9/2020 16:56:00,111.66
1/10/2020 16:56:00,143.35,1/10/2020 16:56:00,111.28
1/13/2020 16:56:00,146.05,1/13/2020 16:56:00,113.08
1/14/2020 16:56:00,145.44,1/14/2020 16:56:00,113.32
1/15/2020 16:56:00,147.5,1/15/2020 16:56:00,112.18
1/16/2020 16:56:00,148.86,1/16/2020 16:56:00,112.35
1/17/2020 16:56:00,148.55,1/17/2020 16:56:00,114.1
1/21/2020 16:56:00,150.03,1/21/2020 16:56:00,112.65
1/22/2020 16:56:00,148.99,1/22/2020 16:56:00,114.1
1/23/2020 16:56:00,148.75,1/23/2020 16:56:00,115.21
1/24/2020 16:56:00,147.82,1/24/2020 16:56:00,114
1/27/2020 16:56:00,146.06,1/27/2020 16:56:00,110.29
1/28/2020 16:56:00,147,1/28/2020 16:56:00,112.3
1/29/2020 16:56:00,149,1/29/2020 16:56:00,110.88
1/30/2020 16:56:00,149.89,1/30/2020 16:56:00,111.19
1/31/2020 16:56:00,148.1,1/31/2020 16:56:00,108.9
2/3/2020 16:56:00,147.97,2/3/2020 16:56:00,110.42
2/4/2020 16:56:00,150.6,2/4/2020 16:56:00,111.21
2/5/2020 16:56:00,151.5,2/5/2020 16:56:00,111.77
2/6/2020 16:56:00,153.5,2/6/2020 16:56:00,110.95
2/7/2020 16:56:00,153.9,2/7/2020 16:56:00,109.35
2/10/2020 16:56:00,155.6,2/10/2020 16:56:00,108.79
2/11/2020 16:56:00,156.15,2/11/2020 16:56:00,111.3
2/12/2020 16:56:00,157.5,2/12/2020 16:56:00,112.45
2/13/2020 16:56:00,157.7,2/13/2020 16:56:00,110.9
2/14/2020 16:56:00,155.67,2/14/2020 16:56:00,110.08
2/17/2020 16:56:00,158.98,2/17/2020 16:56:00,110.8
2/18/2020 16:56:00,157.76,2/18/2020 16:56:00,111.14
2/19/2020 16:56:00,158.65,2/19/2020 16:56:00,112.08
2/20/2020 16:56:00,158.9,2/20/2020 16:56:00,110.2
2/21/2020 16:56:00,157.25,2/21/2020 16:56:00,109.45
2/26/2020 16:56:00,148.02,2/26/2020 16:56:00,101.9
2/27/2020 16:56:00,143.75,2/27/2020 16:56:00,99.2
2/28/2020 16:56:00,141.56,2/28/2020 16:56:00,100.6
3/2/2020 16:56:00,148.63,3/2/2020 16:56:00,102.99
3/3/2020 16:56:00,145.4,3/3/2020 16:56:00,101.75
3/4/2020 16:56:00,154,3/4/2020 16:56:00,103.1
3/5/2020 16:56:00,150.05,3/5/2020 16:56:00,98.79
3/6/2020 16:56:00,147.72,3/6/2020 16:56:00,94.4
3/9/2020 16:56:00,138.8,3/9/2020 16:56:00,82.7
3/10/2020 16:56:00,144,3/10/2020 16:56:00,88.63
3/11/2020 16:56:00,139.15,3/11/2020 16:56:00,82.06
3/12/2020 16:56:00,127,3/12/2020 16:56:00,70.1
3/13/2020 16:56:00,140.05,3/13/2020 16:56:00,79.49
3/16/2020 16:56:00,129.22,3/16/2020 16:56:00,68.4
3/17/2020 16:56:00,136.5,3/17/2020 16:56:00,71
3/18/2020 16:56:00,133.5,3/18/2020 16:56:00,65.01
3/19/2020 16:56:00,131.25,3/19/2020 16:56:00,65
3/20/2020 16:56:00,125,3/20/2020 16:56:00,64.77
3/23/2020 16:56:00,124,3/23/2020 16:56:00,61.14
3/24/2020 16:56:00,135,3/24/2020 16:56:00,67.4
3/25/2020 16:56:00,134.15,3/25/2020 16:56:00,71.73
3/26/2020 16:56:00,141.15,3/26/2020 16:56:00,74.57
3/27/2020 16:56:00,139.4,3/27/2020 16:56:00,70.22
3/30/2020 16:56:00,146,3/30/2020 16:56:00,71.97
3/31/2020 16:56:00,144.62,3/31/2020 16:56:00,69.35
4/1/2020 16:56:00,140.5,4/1/2020 16:56:00,68.18
4/2/2020 16:56:00,143.5,4/2/2020 16:56:00,69.63
4/3/2020 16:56:00,143.5,4/3/2020 16:56:00,66.9
4/6/2020 16:56:00,150.8,4/6/2020 16:56:00,71.57
4/7/2020 16:56:00,149.65,4/7/2020 16:56:00,73.51
4/8/2020 16:56:00,151.8,4/8/2020 16:56:00,75.73
4/9/2020 16:56:00,152.72,4/9/2020 16:56:00,74.87
4/13/2020 16:56:00,153.98,4/13/2020 16:56:00,75.96
4/14/2020 16:56:00,158.55,4/14/2020 16:56:00,76.85
4/15/2020 16:56:00,157.05,4/15/2020 16:56:00,76.05
4/16/2020 16:56:00,160.85,4/16/2020 16:56:00,74.93
4/17/2020 16:56:00,162.1,4/17/2020 16:56:00,76
4/20/2020 16:56:00,161.2,4/20/2020 16:56:00,75.66
4/22/2020 16:56:00,163.1,4/22/2020 16:56:00,77.7
4/23/2020 16:56:00,166.52,4/23/2020 16:56:00,76.65
4/24/2020 16:56:00,172.65,4/24/2020 16:56:00,72.41
4/27/2020 16:56:00,174.97,4/27/2020 16:56:00,75.29
4/28/2020 16:56:00,170.15,4/28/2020 16:56:00,78.3
4/29/2020 16:56:00,168.8,4/29/2020 16:56:00,80.18
4/30/2020 16:56:00,170.5,4/30/2020 16:56:00,77.21
5/4/2020 16:56:00,169.2,5/4/2020 16:56:00,76.1
5/5/2020 16:56:00,172.24,5/5/2020 16:56:00,76.54
5/6/2020 16:56:00,174.65,5/6/2020 16:56:00,76.2
5/7/2020 16:56:00,183,5/7/2020 16:56:00,75.4
5/8/2020 16:56:00,180.75,5/8/2020 16:56:00,77.43
5/11/2020 16:56:00,183.4,5/11/2020 16:56:00,76.14
5/12/2020 16:56:00,181.2,5/12/2020 16:56:00,75
5/13/2020 16:56:00,179.1,5/13/2020 16:56:00,75.15
5/14/2020 16:56:00,178.12,5/14/2020 16:56:00,76.25
5/15/2020 16:56:00,180,5/15/2020 16:56:00,74.56
5/18/2020 16:56:00,182.07,5/18/2020 16:56:00,78.03
5/19/2020 16:56:00,184,5/19/2020 16:56:00,77.65
5/20/2020 16:56:00,182.2,5/20/2020 16:56:00,78.45
5/21/2020 16:56:00,176.85,5/21/2020 16:56:00,79.97
5/22/2020 16:56:00,176.75,5/22/2020 16:56:00,79.94
5/25/2020 16:56:00,176,5/25/2020 16:56:00,82.6
5/26/2020 16:56:00,172.15,5/26/2020 16:56:00,82.45
5/27/2020 16:56:00,172.9,5/27/2020 16:56:00,84.68
5/28/2020 16:56:00,175.9,5/28/2020 16:56:00,83.65
5/29/2020 16:56:00,175.65,5/29/2020 16:56:00,84.15
6/1/2020 16:56:00,177.15,6/1/2020 16:56:00,85.33
6/2/2020 16:56:00,173.5,6/2/2020 16:56:00,87.78
6/3/2020 16:56:00,171.3,6/3/2020 16:56:00,89.37
6/4/2020 16:56:00,171.98,6/4/2020 16:56:00,90.31
6/5/2020 16:56:00,170.9,6/5/2020 16:56:00,91.05
6/8/2020 16:56:00,169,6/8/2020 16:56:00,93.95
6/9/2020 16:56:00,169.15,6/9/2020 16:56:00,92.95
6/10/2020 16:56:00,170.51,6/10/2020 16:56:00,91.17
6/12/2020 16:56:00,165.8,6/12/2020 16:56:00,89.25
6/15/2020 16:56:00,169.8,6/15/2020 16:56:00,89.07
6/16/2020 16:56:00,176.2,6/16/2020 16:56:00,90
6/17/2020 16:56:00,176.25,6/17/2020 16:56:00,91.95
6/18/2020 16:56:00,180.45,6/18/2020 16:56:00,92.63
6/19/2020 16:56:00,177.3,6/19/2020 16:56:00,92.64
6/22/2020 16:56:00,176.75,6/22/2020 16:56:00,91.75
6/23/2020 16:56:00,174.1,6/23/2020 16:56:00,92.26
6/24/2020 16:56:00,175.21,6/24/2020 16:56:00,90.77
6/25/2020 16:56:00,177.05,6/25/2020 16:56:00,92.39
6/26/2020 16:56:00,177.3,6/26/2020 16:56:00,90.22
6/29/2020 16:56:00,178.31,6/29/2020 16:56:00,92.3
6/30/2020 16:56:00,181.72,6/30/2020 16:56:00,91.62
7/1/2020 16:56:00,177.99,7/1/2020 16:56:00,92.68
7/2/2020 16:56:00,181.24,7/2/2020 16:56:00,92.5
7/3/2020 16:56:00,182,7/3/2020 16:56:00,93.19
7/6/2020 16:56:00,183.45,7/6/2020 16:56:00,95.31
7/7/2020 16:56:00,182.6,7/7/2020 16:56:00,94.1
7/8/2020 16:56:00,182.8,7/8/2020 16:56:00,96.1
7/10/2020 16:56:00,182.8,7/10/2020 16:56:00,96.34
7/13/2020 16:56:00,183.37,7/13/2020 16:56:00,95.05
7/14/2020 16:56:00,184.85,7/14/2020 16:56:00,96.6
7/15/2020 16:56:00,187.7,7/15/2020 16:56:00,98.03
7/16/2020 16:56:00,184.5,7/16/2020 16:56:00,96.82
7/17/2020 16:56:00,187.25,7/17/2020 16:56:00,99.13
7/20/2020 16:56:00,187.61,7/20/2020 16:56:00,100.5
7/21/2020 16:56:00,183.2,7/21/2020 16:56:00,100.29
7/22/2020 16:56:00,180.35,7/22/2020 16:56:00,100.38
7/23/2020 16:56:00,182.12,7/23/2020 16:56:00,98.4
7/24/2020 16:56:00,180.68,7/24/2020 16:56:00,98.59
7/27/2020 16:56:00,179.7,7/27/2020 16:56:00,100.46
7/28/2020 16:56:00,179.25,7/28/2020 16:56:00,100.05
7/29/2020 16:56:00,182.22,7/29/2020 16:56:00,101.48
7/30/2020 16:56:00,180.8,7/30/2020 16:56:00,101.31
7/31/2020 16:56:00,183.68,7/31/2020 16:56:00,99.29
8/3/2020 16:56:00,188.9,8/3/2020 16:56:00,99.2
8/4/2020 16:56:00,188.05,8/4/2020 16:56:00,97.6
8/5/2020 16:56:00,189.84,8/5/2020 16:56:00,98.99
8/6/2020 16:56:00,192.4,8/6/2020 16:56:00,100.17
8/7/2020 16:56:00,196.75,8/7/2020 16:56:00,98.83
8/10/2020 16:56:00,198.39,8/10/2020 16:56:00,99.54
8/11/2020 16:56:00,194.8,8/11/2020 16:56:00,98.2
8/12/2020 16:56:00,198.4,8/12/2020 16:56:00,98.33
8/13/2020 16:56:00,196,8/13/2020 16:56:00,96.51
8/14/2020 16:56:00,197.8,8/14/2020 16:56:00,97.47
8/17/2020 16:56:00,201.1,8/17/2020 16:56:00,95.83
8/18/2020 16:56:00,200.34,8/18/2020 16:56:00,98.25
8/19/2020 16:56:00,202.35,8/19/2020 16:56:00,97
8/20/2020 16:56:00,203,8/20/2020 16:56:00,97.67
8/21/2020 16:56:00,207,8/21/2020 16:56:00,97.6
8/24/2020 16:56:00,207.3,8/24/2020 16:56:00,98.5
8/25/2020 16:56:00,205.39,8/25/2020 16:56:00,98.35
8/26/2020 16:56:00,211,8/26/2020 16:56:00,96.63
8/27/2020 16:56:00,210.2,8/27/2020 16:56:00,96.87
8/28/2020 16:56:00,205.2,8/28/2020 16:56:00,98.3
8/31/2020 16:56:00,207.15,8/31/2020 16:56:00,95.7
9/1/2020 16:56:00,205,9/1/2020 16:56:00,98.35
9/2/2020 16:56:00,206.61,9/2/2020 16:56:00,98.15
9/3/2020 16:56:00,198.01,9/3/2020 16:56:00,96.96
9/4/2020 16:56:00,195.6,9/4/2020 16:56:00,97.42
9/8/2020 16:56:00,192.46,9/8/2020 16:56:00,96.8
9/9/2020 16:56:00,194.5,9/9/2020 16:56:00,97.5
9/10/2020 16:56:00,192.4,9/10/2020 16:56:00,95.04
9/11/2020 16:56:00,192.5,9/11/2020 16:56:00,94.48
9/14/2020 16:56:00,192.4,9/14/2020 16:56:00,96.51
9/15/2020 16:56:00,193.5,9/15/2020 16:56:00,96.46
9/16/2020 16:56:00,192,9/16/2020 16:56:00,95.91
9/17/2020 16:56:00,190.4,9/17/2020 16:56:00,96.37
9/18/2020 16:56:00,193.8,9/18/2020 16:56:00,94.64
9/21/2020 16:56:00,191.03,9/21/2020 16:56:00,93.4
9/22/2020 16:56:00,195.8,9/22/2020 16:56:00,93.67
9/23/2020 16:56:00,196.02,9/23/2020 16:56:00,92.17
9/24/2020 16:56:00,193.02,9/24/2020 16:56:00,93.3
9/25/2020 16:56:00,198,9/25/2020 16:56:00,93.5
9/28/2020 16:56:00,204.5,9/28/2020 16:56:00,91.2
9/29/2020 16:56:00,207.7,9/29/2020 16:56:00,89.92
9/30/2020 16:56:00,203.98,9/30/2020 16:56:00,91.05
10/1/2020 16:56:00,206.8,10/1/2020 16:56:00,91.91
10/2/2020 16:56:00,205.4,10/2/2020 16:56:00,90.11
