Date,IVVB11,Date,BOVA11,Date,SMAL11
3/18/2022 16:56:00,244.5,3/18/2022 16:56:00,110.73,3/18/2022 16:56:00,112.7
3/21/2022 16:56:00,241.35,3/21/2022 16:56:00,111.94,3/21/2022 16:56:00,113.1
3/22/2022 16:56:00,242.65,3/22/2022 16:56:00,113.1,3/22/2022 16:56:00,115.5
3/23/2022 16:56:00,235.8,3/23/2022 16:56:00,112.9,3/23/2022 16:56:00,116.5
3/24/2022 16:56:00,237.5,3/24/2022 16:56:00,114.74,3/24/2022 16:56:00,119.1
3/25/2022 16:56:00,235.45,3/25/2022 16:56:00,114.75,3/25/2022 16:56:00,121.8
3/28/2022 16:56:00,238.3,3/28/2022 16:56:00,114.51,3/28/2022 16:56:00,121.3
3/29/2022 16:56:00,240.65,3/29/2022 16:56:00,115.75,3/29/2022 16:56:00,123.3
3/30/2022 16:56:00,240.56,3/30/2022 16:56:00,115.9,3/30/2022 16:56:00,121.4
3/31/2022 16:56:00,235.65,3/31/2022 16:56:00,115.6,3/31/2022 16:56:00,120.9
4/1/2022 16:56:00,231.99,4/1/2022 16:56:00,117.2,4/1/2022 16:56:00,123.9
4/4/2022 16:56:00,230.88,4/4/2022 16:56:00,116.8,4/4/2022 16:56:00,123.5
4/5/2022 16:56:00,230.5,4/5/2022 16:56:00,114.51,4/5/2022 16:56:00,121.9
4/6/2022 16:56:00,231.5,4/6/2022 16:56:00,113.87,4/6/2022 16:56:00,119.1
4/7/2022 16:56:00,233,4/7/2022 16:56:00,114.65,4/7/2022 16:56:00,119.0
4/8/2022 16:56:00,231.03,4/8/2022 16:56:00,113.98,4/8/2022 16:56:00,117.8
4/11/2022 16:56:00,226.1,4/11/2022 16:56:00,112.57,4/11/2022 16:56:00,116.6
4/12/2022 16:56:00,224.5,4/12/2022 16:56:00,111.77,4/12/2022 16:56:00,114.9
4/13/2022 16:56:00,227.4,4/13/2022 16:56:00,112.52,4/13/2022 16:56:00,115.9
4/14/2022 16:56:00,225.2,4/14/2022 16:56:00,111.65,4/14/2022 16:56:00,114.6
4/18/2022 16:56:00,223.51,4/18/2022 16:56:00,111.46,4/18/2022 16:56:00,115.2
4/19/2022 16:56:00,227.15,4/19/2022 16:56:00,110.92,4/19/2022 16:56:00,116.2
4/20/2022 16:56:00,225.5,4/20/2022 16:56:00,110.05,4/20/2022 16:56:00,115.8
4/22/2022 16:56:00,224,4/22/2022 16:56:00,106.75,4/22/2022 16:56:00,112.0
4/25/2022 16:56:00,228.47,4/25/2022 16:56:00,106.76,4/25/2022 16:56:00,113.4
4/26/2022 16:56:00,227.4,4/26/2022 16:56:00,104.28,4/26/2022 16:56:00,111.4
4/27/2022 16:56:00,227,4/27/2022 16:56:00,105.52,4/27/2022 16:56:00,112.3
4/28/2022 16:56:00,232,4/28/2022 16:56:00,105.86,4/28/2022 16:56:00,113.4
4/29/2022 16:56:00,224.1,4/29/2022 16:56:00,103.4,4/29/2022 16:56:00,110.6
5/2/2022 16:56:00,230.2,5/2/2022 16:56:00,102.72,5/2/2022 16:56:00,108.6
5/3/2022 16:56:00,226.75,5/3/2022 16:56:00,102.72,5/3/2022 16:56:00,108.3
5/4/2022 16:56:00,231,5/4/2022 16:56:00,104.38,5/4/2022 16:56:00,111.8
5/5/2022 16:56:00,228,5/5/2022 16:56:00,101.5,5/5/2022 16:56:00,106.5
5/6/2022 16:56:00,229.15,5/6/2022 16:56:00,101.23,5/6/2022 16:56:00,104.5
5/9/2022 16:56:00,225,5/9/2022 16:56:00,99.68,5/9/2022 16:56:00,102.0
5/10/2022 16:56:00,224.5,5/10/2022 16:56:00,99.24,5/10/2022 16:56:00,102.5
5/11/2022 16:56:00,221.75,5/11/2022 16:56:00,100.64,5/11/2022 16:56:00,101.5
5/12/2022 16:56:00,220.62,5/12/2022 16:56:00,102.04,5/12/2022 16:56:00,104.2
5/13/2022 16:56:00,222.25,5/13/2022 16:56:00,103.29,5/13/2022 16:56:00,106.3
5/16/2022 16:56:00,221.94,5/16/2022 16:56:00,104.4,5/16/2022 16:56:00,107.6
5/17/2022 16:56:00,221.86,5/17/2022 16:56:00,104.9,5/17/2022 16:56:00,109.6
5/18/2022 16:56:00,214,5/18/2022 16:56:00,102.21,5/18/2022 16:56:00,107.0
5/19/2022 16:56:00,211,5/19/2022 16:56:00,103.08,5/19/2022 16:56:00,106.8
5/20/2022 16:56:00,208.89,5/20/2022 16:56:00,104.66,5/20/2022 16:56:00,108.6
5/23/2022 16:56:00,209.69,5/23/2022 16:56:00,106.76,5/23/2022 16:56:00,108.6
5/24/2022 16:56:00,209.95,5/24/2022 16:56:00,106.64,5/24/2022 16:56:00,107.5
5/25/2022 16:56:00,210.2,5/25/2022 16:56:00,106.66,5/25/2022 16:56:00,109.0
5/26/2022 16:56:00,211.75,5/26/2022 16:56:00,108.02,5/26/2022 16:56:00,110.7
5/27/2022 16:56:00,216,5/27/2022 16:56:00,107.9,5/27/2022 16:56:00,110.0
5/30/2022 16:56:00,216.39,5/30/2022 16:56:00,106.92,5/30/2022 16:56:00,109.5
5/31/2022 16:56:00,214.5,5/31/2022 16:56:00,107.18,5/31/2022 16:56:00,109.3
6/1/2022 16:56:00,216.25,6/1/2022 16:56:00,107.47,6/1/2022 16:56:00,109.0
6/2/2022 16:56:00,219.35,6/2/2022 16:56:00,108.43,6/2/2022 16:56:00,110.7
6/3/2022 16:56:00,215.35,6/3/2022 16:56:00,107.48,6/3/2022 16:56:00,108.4
6/6/2022 16:56:00,216.75,6/6/2022 16:56:00,106.42,6/6/2022 16:56:00,106.0
6/7/2022 16:56:00,222,6/7/2022 16:56:00,106.15,6/7/2022 16:56:00,104.8
6/8/2022 16:56:00,220.9,6/8/2022 16:56:00,104.6,6/8/2022 16:56:00,103.7
6/9/2022 16:56:00,218,6/9/2022 16:56:00,103.68,6/9/2022 16:56:00,103.2
6/10/2022 16:56:00,212.75,6/10/2022 16:56:00,101.82,6/10/2022 16:56:00,100.8
6/13/2022 16:56:00,210,6/13/2022 16:56:00,99.12,6/13/2022 16:56:00,96.7
6/14/2022 16:56:00,209.75,6/14/2022 16:56:00,98.36,6/14/2022 16:56:00,95.0
6/15/2022 16:56:00,209,6/15/2022 16:56:00,99.38,6/15/2022 16:56:00,97.5
6/17/2022 16:56:00,207.5,6/17/2022 16:56:00,96.21,6/17/2022 16:56:00,96.2
6/20/2022 16:56:00,211,6/20/2022 16:56:00,96.29,6/20/2022 16:56:00,94.7
6/21/2022 16:56:00,212.5,6/21/2022 16:56:00,96.4,6/21/2022 16:56:00,95.0
6/22/2022 16:56:00,213.55,6/22/2022 16:56:00,96.03,6/22/2022 16:56:00,94.5
6/23/2022 16:56:00,217.65,6/23/2022 16:56:00,94.66,6/23/2022 16:56:00,94.6
6/24/2022 16:56:00,225.5,6/24/2022 16:56:00,95.47,6/24/2022 16:56:00,94.4
6/27/2022 16:56:00,223.7,6/27/2022 16:56:00,97.35,6/27/2022 16:56:00,94.7
6/28/2022 16:56:00,220.5,6/28/2022 16:56:00,97.05,6/28/2022 16:56:00,93.6
6/29/2022 16:56:00,217.5,6/29/2022 16:56:00,96,6/29/2022 16:56:00,92.5
6/30/2022 16:56:00,216.7,6/30/2022 16:56:00,95,6/30/2022 16:56:00,91.3
7/1/2022 16:56:00,227,7/1/2022 16:56:00,95.63,7/1/2022 16:56:00,92.2
7/4/2022 16:56:00,222.99,7/4/2022 16:56:00,95.2,7/4/2022 16:56:00,91.3
7/5/2022 16:56:00,226.5,7/5/2022 16:56:00,94.8,7/5/2022 16:56:00,91.2
7/6/2022 16:56:00,228.16,7/6/2022 16:56:00,95.42,7/6/2022 16:56:00,92.6
7/7/2022 16:56:00,228.55,7/7/2022 16:56:00,97.38,7/7/2022 16:56:00,94.7
7/8/2022 16:56:00,225.2,7/8/2022 16:56:00,96.88,7/8/2022 16:56:00,94.8
7/11/2022 16:56:00,227,7/11/2022 16:56:00,94.8,7/11/2022 16:56:00,92.0
7/12/2022 16:56:00,227.85,7/12/2022 16:56:00,94.9,7/12/2022 16:56:00,92.5
7/13/2022 16:56:00,225.24,7/13/2022 16:56:00,94.51,7/13/2022 16:56:00,91.3
7/14/2022 16:56:00,225.75,7/14/2022 16:56:00,92.55,7/14/2022 16:56:00,91.4
7/15/2022 16:56:00,228.85,7/15/2022 16:56:00,93.27,7/15/2022 16:56:00,91.0
7/18/2022 16:56:00,228.5,7/18/2022 16:56:00,93.37,7/18/2022 16:56:00,90.2
7/19/2022 16:56:00,233.9,7/19/2022 16:56:00,94.7,7/19/2022 16:56:00,91.9
7/20/2022 16:56:00,237.15,7/20/2022 16:56:00,94.95,7/20/2022 16:56:00,94.3
7/21/2022 16:56:00,240.13,7/21/2022 16:56:00,95.35,7/21/2022 16:56:00,94.5
7/22/2022 16:56:00,238.84,7/22/2022 16:56:00,95.42,7/22/2022 16:56:00,92.7
7/25/2022 16:56:00,233.75,7/25/2022 16:56:00,96.75,7/25/2022 16:56:00,92.5
7/26/2022 16:56:00,230.5,7/26/2022 16:56:00,96.15,7/26/2022 16:56:00,91.3
7/27/2022 16:56:00,231.65,7/27/2022 16:56:00,97.83,7/27/2022 16:56:00,94.9
7/28/2022 16:56:00,230.8,7/28/2022 16:56:00,99.1,7/28/2022 16:56:00,96.3
7/29/2022 16:56:00,234.5,7/29/2022 16:56:00,99.3,7/29/2022 16:56:00,95.7
8/1/2022 16:56:00,233.95,8/1/2022 16:56:00,98.56,8/1/2022 16:56:00,96.7
8/2/2022 16:56:00,237,8/2/2022 16:56:00,99.53,8/2/2022 16:56:00,97.0
8/3/2022 16:56:00,240.55,8/3/2022 16:56:00,100.2,8/3/2022 16:56:00,98.9
8/4/2022 16:56:00,237.7,8/4/2022 16:56:00,102.48,8/4/2022 16:56:00,104.1
8/5/2022 16:56:00,235,8/5/2022 16:56:00,102.74,8/5/2022 16:56:00,104.1
8/8/2022 16:56:00,232.19,8/8/2022 16:56:00,104.8,8/8/2022 16:56:00,105.8
8/9/2022 16:56:00,232.57,8/9/2022 16:56:00,105.05,8/9/2022 16:56:00,103.8
8/10/2022 16:56:00,234.89,8/10/2022 16:56:00,106.56,8/10/2022 16:56:00,107.4
8/11/2022 16:56:00,238.79,8/11/2022 16:56:00,105.88,8/11/2022 16:56:00,105.8
8/12/2022 16:56:00,238.34,8/12/2022 16:56:00,108.64,8/12/2022 16:56:00,108.9
8/15/2022 16:56:00,241,8/15/2022 16:56:00,108.97,8/15/2022 16:56:00,110.6
8/16/2022 16:56:00,243.19,8/16/2022 16:56:00,109.76,8/16/2022 16:56:00,110.0
8/17/2022 16:56:00,242.55,8/17/2022 16:56:00,109.99,8/17/2022 16:56:00,109.2
8/18/2022 16:56:00,243.5,8/18/2022 16:56:00,109.94,8/18/2022 16:56:00,108.6
8/19/2022 16:56:00,240.15,8/19/2022 16:56:00,107.53,8/19/2022 16:56:00,105.8
8/22/2022 16:56:00,235.1,8/22/2022 16:56:00,106.73,8/22/2022 16:56:00,104.8
8/23/2022 16:56:00,231.41,8/23/2022 16:56:00,109.1,8/23/2022 16:56:00,107.0
8/24/2022 16:56:00,232.7,8/24/2022 16:56:00,109.18,8/24/2022 16:56:00,108.9
8/25/2022 16:56:00,235.51,8/25/2022 16:56:00,109.6,8/25/2022 16:56:00,110.0
8/26/2022 16:56:00,226,8/26/2022 16:56:00,108.36,8/26/2022 16:56:00,108.0
8/29/2022 16:56:00,223,8/29/2022 16:56:00,108.4,8/29/2022 16:56:00,108.3
8/30/2022 16:56:00,223.85,8/30/2022 16:56:00,106.4,8/30/2022 16:56:00,107.4
8/31/2022 16:56:00,226,8/31/2022 16:56:00,105.83,8/31/2022 16:56:00,106.8
9/1/2022 16:56:00,228.35,9/1/2022 16:56:00,106.59,9/1/2022 16:56:00,108.0
9/2/2022 16:56:00,223.55,9/2/2022 16:56:00,107.09,9/2/2022 16:56:00,108.7
9/5/2022 16:56:00,223,9/5/2022 16:56:00,108.45,9/5/2022 16:56:00,109.5
9/6/2022 16:56:00,225,9/6/2022 16:56:00,105.95,9/6/2022 16:56:00,106.4
9/8/2022 16:56:00,229.5,9/8/2022 16:56:00,106.18,9/8/2022 16:56:00,106.8
9/9/2022 16:56:00,230.2,9/9/2022 16:56:00,108.4,9/9/2022 16:56:00,109.9
9/12/2022 16:56:00,230.5,9/12/2022 16:56:00,109.55,9/12/2022 16:56:00,109.3
9/13/2022 16:56:00,224.5,9/13/2022 16:56:00,106.98,9/13/2022 16:56:00,107.1
9/14/2022 16:56:00,224.75,9/14/2022 16:56:00,106.75,9/14/2022 16:56:00,107.3
9/15/2022 16:56:00,225,9/15/2022 16:56:00,106.11,9/15/2022 16:56:00,106.0
9/16/2022 16:56:00,224.25,9/16/2022 16:56:00,105.6,9/16/2022 16:56:00,105.4
9/19/2022 16:56:00,221.25,9/19/2022 16:56:00,108.22,9/19/2022 16:56:00,108.6
9/20/2022 16:56:00,218.25,9/20/2022 16:56:00,108.85,9/20/2022 16:56:00,108.3
9/21/2022 16:56:00,215.35,9/21/2022 16:56:00,108.16,9/21/2022 16:56:00,107.5
9/22/2022 16:56:00,211.9,9/22/2022 16:56:00,110.13,9/22/2022 16:56:00,109.8
9/23/2022 16:56:00,213.75,9/23/2022 16:56:00,107.84,9/23/2022 16:56:00,108.1
9/26/2022 16:56:00,216.35,9/26/2022 16:56:00,105.13,9/26/2022 16:56:00,104.8
9/27/2022 16:56:00,215.55,9/27/2022 16:56:00,104.68,9/27/2022 16:56:00,103.3
9/28/2022 16:56:00,219,9/28/2022 16:56:00,104.82,9/28/2022 16:56:00,104.4
9/29/2022 16:56:00,215.98,9/29/2022 16:56:00,103.8,9/29/2022 16:56:00,102.5
9/30/2022 16:56:00,213.5,9/30/2022 16:56:00,106.46,9/30/2022 16:56:00,105.4
10/3/2022 16:56:00,209.14,10/3/2022 16:56:00,112.4,10/3/2022 16:56:00,110.0
10/4/2022 16:56:00,215.4,10/4/2022 16:56:00,112.35,10/4/2022 16:56:00,110.0
10/5/2022 16:56:00,215.5,10/5/2022 16:56:00,113.32,10/5/2022 16:56:00,110.4
10/6/2022 16:56:00,214.75,10/6/2022 16:56:00,113.47,10/6/2022 16:56:00,112.3
10/7/2022 16:56:00,208.7,10/7/2022 16:56:00,112.78,10/7/2022 16:56:00,110.7
10/10/2022 16:56:00,206.3,10/10/2022 16:56:00,112.08,10/10/2022 16:56:00,111.2
10/11/2022 16:56:00,208.6,10/11/2022 16:56:00,110.89,10/11/2022 16:56:00,109.0
10/13/2022 16:56:00,213,10/13/2022 16:56:00,110.26,10/13/2022 16:56:00,108.3
10/14/2022 16:56:00,209.9,10/14/2022 16:56:00,108.22,10/14/2022 16:56:00,106.1
10/17/2022 16:56:00,214.15,10/17/2022 16:56:00,109.9,10/17/2022 16:56:00,107.5
10/18/2022 16:56:00,215.5,10/18/2022 16:56:00,111.94,10/18/2022 16:56:00,108.4
10/19/2022 16:56:00,214.4,10/19/2022 16:56:00,112.35,10/19/2022 16:56:00,108.0
10/20/2022 16:56:00,210,10/20/2022 16:56:00,112.9,10/20/2022 16:56:00,107.2
10/21/2022 16:56:00,213,10/21/2022 16:56:00,116.43,10/21/2022 16:56:00,109.8
10/24/2022 16:56:00,221.55,10/24/2022 16:56:00,112.14,10/24/2022 16:56:00,108.7
10/25/2022 16:56:00,225.7,10/25/2022 16:56:00,110.48,10/25/2022 16:56:00,107.7
10/26/2022 16:56:00,226.7,10/26/2022 16:56:00,108.78,10/26/2022 16:56:00,104.5
10/27/2022 16:56:00,222.9,10/27/2022 16:56:00,110,10/27/2022 16:56:00,107.6
10/28/2022 16:56:00,226.9,10/28/2022 16:56:00,113,10/28/2022 16:56:00,108.5
10/31/2022 16:56:00,220.24,10/31/2022 16:56:00,112.15,10/31/2022 16:56:00,112.5
11/1/2022 16:56:00,217.35,11/1/2022 16:56:00,112.81,11/1/2022 16:56:00,113.8
11/3/2022 16:56:00,209.65,11/3/2022 16:56:00,113.1,11/3/2022 16:56:00,114.9
11/4/2022 16:56:00,209.85,11/4/2022 16:56:00,114,11/4/2022 16:56:00,115.5
11/7/2022 16:56:00,216.75,11/7/2022 16:56:00,111.22,11/7/2022 16:56:00,110.6
11/8/2022 16:56:00,217.25,11/8/2022 16:56:00,112.3,11/8/2022 16:56:00,111.2
11/9/2022 16:56:00,215,11/9/2022 16:56:00,109.75,11/9/2022 16:56:00,109.2
11/10/2022 16:56:00,233.75,11/10/2022 16:56:00,106.1,11/10/2022 16:56:00,102.8
11/11/2022 16:56:00,234.42,11/11/2022 16:56:00,108.55,11/11/2022 16:56:00,102.8
11/14/2022 16:56:00,232.25,11/14/2022 16:56:00,109.24,11/14/2022 16:56:00,103.9
11/16/2022 16:56:00,235.3,11/16/2022 16:56:00,106.04,11/16/2022 16:56:00,100.0
11/17/2022 16:56:00,235.3,11/17/2022 16:56:00,105.69,11/17/2022 16:56:00,99.2
11/18/2022 16:56:00,235,11/18/2022 16:56:00,104.85,11/18/2022 16:56:00,98.5
11/21/2022 16:56:00,231.4,11/21/2022 16:56:00,106.08,11/21/2022 16:56:00,100.4
11/22/2022 16:56:00,236.9,11/22/2022 16:56:00,105.07,11/22/2022 16:56:00,98.2
11/23/2022 16:56:00,237.75,11/23/2022 16:56:00,105.24,11/23/2022 16:56:00,97.3
11/24/2022 16:56:00,239.48,11/24/2022 16:56:00,108.2,11/24/2022 16:56:00,101.5
11/25/2022 16:56:00,240,11/25/2022 16:56:00,105.07,11/25/2022 16:56:00,98.0
11/28/2022 16:56:00,234.7,11/28/2022 16:56:00,105.15,11/28/2022 16:56:00,96.8
11/29/2022 16:56:00,230,11/29/2022 16:56:00,107.29,11/29/2022 16:56:00,98.8
11/30/2022 16:56:00,233.25,11/30/2022 16:56:00,108.58,11/30/2022 16:56:00,100.0
12/1/2022 16:56:00,233.5,12/1/2022 16:56:00,107.06,12/1/2022 16:56:00,97.8
12/2/2022 16:56:00,234.45,12/2/2022 16:56:00,107.95,12/2/2022 16:56:00,99.2
12/5/2022 16:56:00,233,12/5/2022 16:56:00,105.63,12/5/2022 16:56:00,95.9
12/6/2022 16:56:00,227.5,12/6/2022 16:56:00,106.74,12/6/2022 16:56:00,96.5
12/7/2022 16:56:00,225.9,12/7/2022 16:56:00,105.59,12/7/2022 16:56:00,96.1
12/8/2022 16:56:00,228,12/8/2022 16:56:00,103.57,12/8/2022 16:56:00,93.7
12/9/2022 16:56:00,227.45,12/9/2022 16:56:00,103.9,12/9/2022 16:56:00,92.3
12/12/2022 16:56:00,232.69,12/12/2022 16:56:00,101.8,12/12/2022 16:56:00,90.5
12/13/2022 16:56:00,233.95,12/13/2022 16:56:00,100.3,12/13/2022 16:56:00,89.1
12/14/2022 16:56:00,232.69,12/14/2022 16:56:00,100.7,12/14/2022 16:56:00,90.1
12/15/2022 16:56:00,227.9,12/15/2022 16:56:00,100.5,12/15/2022 16:56:00,90.6
12/16/2022 16:56:00,224.84,12/16/2022 16:56:00,99.4,12/16/2022 16:56:00,89.4
12/19/2022 16:56:00,222.63,12/19/2022 16:56:00,101.37,12/19/2022 16:56:00,91.0
12/20/2022 16:56:00,218.88,12/20/2022 16:56:00,103.55,12/20/2022 16:56:00,94.0
12/21/2022 16:56:00,222.06,12/21/2022 16:56:00,103.87,12/21/2022 16:56:00,94.3
12/22/2022 16:56:00,220,12/22/2022 16:56:00,103.93,12/22/2022 16:56:00,94.4
12/23/2022 16:56:00,218.6,12/23/2022 16:56:00,106,12/23/2022 16:56:00,97.8
12/26/2022 16:56:00,219,12/26/2022 16:56:00,105.15,12/26/2022 16:56:00,96.9
12/27/2022 16:56:00,222.2,12/27/2022 16:56:00,104.9,12/27/2022 16:56:00,94.2
12/28/2022 16:56:00,220,12/28/2022 16:56:00,106.8,12/28/2022 16:56:00,97.5
12/29/2022 16:56:00,225,12/29/2022 16:56:00,105.95,12/29/2022 16:56:00,96.5
1/2/2023 16:56:00,227.5,1/2/2023 16:56:00,102.63,1/2/2023 16:56:00,93.8
1/3/2023 16:56:00,230.5,1/3/2023 16:56:00,100.48,1/3/2023 16:56:00,90.2
1/4/2023 16:56:00,232,1/4/2023 16:56:00,101.92,1/4/2023 16:56:00,92.0
1/5/2023 16:56:00,224.88,1/5/2023 16:56:00,104.27,1/5/2023 16:56:00,94.5
1/6/2023 16:56:00,224.5,1/6/2023 16:56:00,105.5,1/6/2023 16:56:00,95.0
1/9/2023 16:56:00,225.45,1/9/2023 16:56:00,105.35,1/9/2023 16:56:00,95.9
1/10/2023 16:56:00,225.5,1/10/2023 16:56:00,107.18,1/10/2023 16:56:00,99.1
1/11/2023 16:56:00,226.2,1/11/2023 16:56:00,109.1,1/11/2023 16:56:00,100.6
1/12/2023 16:56:00,224.25,1/12/2023 16:56:00,108.26,1/12/2023 16:56:00,97.5
1/13/2023 16:56:00,224.85,1/13/2023 16:56:00,107.35,1/13/2023 16:56:00,95.4
1/16/2023 16:56:00,228,1/16/2023 16:56:00,105.47,1/16/2023 16:56:00,94.8
1/17/2023 16:56:00,225,1/17/2023 16:56:00,107.8,1/17/2023 16:56:00,96.7
1/18/2023 16:56:00,224.5,1/18/2023 16:56:00,108.33,1/18/2023 16:56:00,96.6
1/19/2023 16:56:00,222.5,1/19/2023 16:56:00,109.11,1/19/2023 16:56:00,96.7
1/20/2023 16:56:00,228.1,1/20/2023 16:56:00,108.45,1/20/2023 16:56:00,97.6
1/23/2023 16:56:00,230.55,1/23/2023 16:56:00,107.9,1/23/2023 16:56:00,96.5
1/24/2023 16:56:00,227.6,1/24/2023 16:56:00,109.43,1/24/2023 16:56:00,98.3
1/25/2023 16:56:00,224.7,1/25/2023 16:56:00,110.65,1/25/2023 16:56:00,99.2
1/26/2023 16:56:00,226.95,1/26/2023 16:56:00,110.42,1/26/2023 16:56:00,99.3
1/27/2023 16:56:00,229.56,1/27/2023 16:56:00,108.4,1/27/2023 16:56:00,97.9
1/30/2023 16:56:00,227,1/30/2023 16:56:00,108.7,1/30/2023 16:56:00,97.6
1/31/2023 16:56:00,228.2,1/31/2023 16:56:00,109.84,1/31/2023 16:56:00,99.4
2/1/2023 16:56:00,230,2/1/2023 16:56:00,108.4,2/1/2023 16:56:00,99.7
2/2/2023 16:56:00,231.42,2/2/2023 16:56:00,106.3,2/2/2023 16:56:00,98.4
2/3/2023 16:56:00,239,2/3/2023 16:56:00,104.87,2/3/2023 16:56:00,95.6
2/6/2023 16:56:00,233.1,2/6/2023 16:56:00,105.25,2/6/2023 16:56:00,95.0
2/7/2023 16:56:00,239.42,2/7/2023 16:56:00,104.1,2/7/2023 16:56:00,94.0
2/8/2023 16:56:00,235.7,2/8/2023 16:56:00,106.34,2/8/2023 16:56:00,94.8
2/9/2023 16:56:00,236,2/9/2023 16:56:00,104.44,2/9/2023 16:56:00,92.3
2/10/2023 16:56:00,231,2/10/2023 16:56:00,104.75,2/10/2023 16:56:00,92.2
2/13/2023 16:56:00,235.5,2/13/2023 16:56:00,105.47,2/13/2023 16:56:00,92.7
2/14/2023 16:56:00,236.5,2/14/2023 16:56:00,104.43,2/14/2023 16:56:00,92.0
2/15/2023 16:56:00,240,2/15/2023 16:56:00,106.05,2/15/2023 16:56:00,93.5
2/16/2023 16:56:00,235.45,2/16/2023 16:56:00,106.5,2/16/2023 16:56:00,93.1
2/17/2023 16:56:00,233,2/17/2023 16:56:00,105.56,2/17/2023 16:56:00,92.8
2/22/2023 16:56:00,228,2/22/2023 16:56:00,103.6,2/22/2023 16:56:00,91.0
2/23/2023 16:56:00,228,2/23/2023 16:56:00,104.15,2/23/2023 16:56:00,90.8
2/24/2023 16:56:00,229,2/24/2023 16:56:00,102.38,2/24/2023 16:56:00,90.7
2/27/2023 16:56:00,229.09,2/27/2023 16:56:00,102.29,2/27/2023 16:56:00,90.0
2/28/2023 16:56:00,229.3,2/28/2023 16:56:00,101.15,2/28/2023 16:56:00,88.4
3/1/2023 16:56:00,226.55,3/1/2023 16:56:00,101.2,3/1/2023 16:56:00,88.7
3/2/2023 16:56:00,228.51,3/2/2023 16:56:00,99.94,3/2/2023 16:56:00,87.7
3/3/2023 16:56:00,232.62,3/3/2023 16:56:00,100.42,3/3/2023 16:56:00,88.7
3/6/2023 16:56:00,231.5,3/6/2023 16:56:00,101.47,3/6/2023 16:56:00,89.9
3/7/2023 16:56:00,229.4,3/7/2023 16:56:00,100.9,3/7/2023 16:56:00,90.5
3/8/2023 16:56:00,226.95,3/8/2023 16:56:00,103.22,3/8/2023 16:56:00,93.3
3/9/2023 16:56:00,223.6,3/9/2023 16:56:00,101.56,3/9/2023 16:56:00,92.8
3/10/2023 16:56:00,223,3/10/2023 16:56:00,100.21,3/10/2023 16:56:00,91.4
3/13/2023 16:56:00,224.78,3/13/2023 16:56:00,99.78,3/13/2023 16:56:00,91.5
3/14/2023 16:56:00,227.5,3/14/2023 16:56:00,99.58,3/14/2023 16:56:00,91.0
3/15/2023 16:56:00,227.7,3/15/2023 16:56:00,99.39,3/15/2023 16:56:00,90.0
3/16/2023 16:56:00,229.72,3/16/2023 16:56:00,100,3/16/2023 16:56:00,90.7
3/17/2023 16:56:00,226,3/17/2023 16:56:00,98.72,3/17/2023 16:56:00,89.6
3/20/2023 16:56:00,229.25,3/20/2023 16:56:00,97.7,3/20/2023 16:56:00,87.3
3/21/2023 16:56:00,232.1,3/21/2023 16:56:00,97.93,3/21/2023 16:56:00,87.2
3/22/2023 16:56:00,227.71,3/22/2023 16:56:00,97.03,3/22/2023 16:56:00,87.4
3/23/2023 16:56:00,230.5,3/23/2023 16:56:00,94.58,3/23/2023 16:56:00,83.6
3/24/2023 16:56:00,230.61,3/24/2023 16:56:00,95.86,3/24/2023 16:56:00,86.1
3/27/2023 16:56:00,228.7,3/27/2023 16:56:00,96.54,3/27/2023 16:56:00,86.6
3/28/2023 16:56:00,226.55,3/28/2023 16:56:00,98.03,3/28/2023 16:56:00,87.7
3/29/2023 16:56:00,227.88,3/29/2023 16:56:00,98.55,3/29/2023 16:56:00,87.2
3/30/2023 16:56:00,227.8,3/30/2023 16:56:00,100.47,3/30/2023 16:56:00,89.1
3/31/2023 16:56:00,229.75,3/31/2023 16:56:00,98.49,3/31/2023 16:56:00,87.8
4/3/2023 16:56:00,230.7,4/3/2023 16:56:00,98.3,4/3/2023 16:56:00,86.5
4/4/2023 16:56:00,229.78,4/4/2023 16:56:00,98.51,4/4/2023 16:56:00,87.0
4/5/2023 16:56:00,227.65,4/5/2023 16:56:00,97.63,4/5/2023 16:56:00,85.7
4/6/2023 16:56:00,228.01,4/6/2023 16:56:00,97.59,4/6/2023 16:56:00,85.9
4/10/2023 16:56:00,229,4/10/2023 16:56:00,98.66,4/10/2023 16:56:00,86.4
4/11/2023 16:56:00,226.65,4/11/2023 16:56:00,102.91,4/11/2023 16:56:00,90.5
4/12/2023 16:56:00,222.45,4/12/2023 16:56:00,103.35,4/12/2023 16:56:00,91.1
4/13/2023 16:56:00,225,4/13/2023 16:56:00,102.93,4/13/2023 16:56:00,91.3
4/14/2023 16:56:00,224,4/14/2023 16:56:00,103.04,4/14/2023 16:56:00,90.7
4/17/2023 16:56:00,226.11,4/17/2023 16:56:00,102.71,4/17/2023 16:56:00,90.3
4/18/2023 16:56:00,227.75,4/18/2023 16:56:00,102.7,4/18/2023 16:56:00,89.2
4/19/2023 16:56:00,233,4/19/2023 16:56:00,100.48,4/19/2023 16:56:00,86.8
4/20/2023 16:56:00,230.67,4/20/2023 16:56:00,101,4/20/2023 16:56:00,87.4
4/24/2023 16:56:00,230.5,4/24/2023 16:56:00,100.62,4/24/2023 16:56:00,86.8
4/25/2023 16:56:00,228.49,4/25/2023 16:56:00,99.92,4/25/2023 16:56:00,86.0
