Date,IVVB11,Date,BOVA11,Date,SMAL11
4/26/2023 16:56:00,227,4/26/2023 16:56:00,99.01,4/26/2023 16:56:00,85.9
4/27/2023 16:56:00,227.5,4/27/2023 16:56:00,99.53,4/27/2023 16:56:00,87.2
4/28/2023 16:56:00,229.75,4/28/2023 16:56:00,100.9,4/28/2023 16:56:00,89.0
5/2/2023 16:56:00,229.6,5/2/2023 16:56:00,98.49,5/2/2023 16:56:00,87.8
5/3/2023 16:56:00,225.59,5/3/2023 16:56:00,98.6,5/3/2023 16:56:00,88.3
5/4/2023 16:56:00,223.7,5/4/2023 16:56:00,98.95,5/4/2023 16:56:00,88.3
5/5/2023 16:56:00,225.6,5/5/2023 16:56:00,101.91,5/5/2023 16:56:00,91.5
5/8/2023 16:56:00,228.9,5/8/2023 16:56:00,102.49,5/8/2023 16:56:00,92.3
5/9/2023 16:56:00,226.95,5/9/2023 16:56:00,103.8,5/9/2023 16:56:00,92.8
5/10/2023 16:56:00,225.7,5/10/2023 16:56:00,103.97,5/10/2023 16:56:00,94.2
5/11/2023 16:56:00,225,5/11/2023 16:56:00,104.82,5/11/2023 16:56:00,95.6
5/12/2023 16:56:00,224,5/12/2023 16:56:00,105.05,5/12/2023 16:56:00,95.6
5/15/2023 16:56:00,223.5,5/15/2023 16:56:00,105.47,5/15/2023 16:56:00,96.3
5/16/2023 16:56:00,224.5,5/16/2023 16:56:00,104.63,5/16/2023 16:56:00,94.2
5/17/2023 16:56:00,226.7,5/17/2023 16:56:00,106.01,5/17/2023 16:56:00,96.9
5/18/2023 16:56:00,230.53,5/18/2023 16:56:00,106.75,5/18/2023 16:56:00,99.1
5/19/2023 16:56:00,231.49,5/19/2023 16:56:00,107.16,5/19/2023 16:56:00,99.4
5/22/2023 16:56:00,230.3,5/22/2023 16:56:00,106.55,5/22/2023 16:56:00,100.0
5/23/2023 16:56:00,227.8,5/23/2023 16:56:00,106.44,5/23/2023 16:56:00,99.1
5/24/2023 16:56:00,225.32,5/24/2023 16:56:00,105.27,5/24/2023 16:56:00,98.5
5/25/2023 16:56:00,231,5/25/2023 16:56:00,106.55,5/25/2023 16:56:00,100.7
5/26/2023 16:56:00,231.6,5/26/2023 16:56:00,107.51,5/26/2023 16:56:00,101.5
5/29/2023 16:56:00,233.39,5/29/2023 16:56:00,106.77,5/29/2023 16:56:00,101.6
5/30/2023 16:56:00,234,5/30/2023 16:56:00,105.38,5/30/2023 16:56:00,100.6
5/31/2023 16:56:00,233.25,5/31/2023 16:56:00,104.84,5/31/2023 16:56:00,100.5
6/1/2023 16:56:00,233.4,6/1/2023 16:56:00,107.2,6/1/2023 16:56:00,103.9
6/2/2023 16:56:00,234,6/2/2023 16:56:00,109.02,6/2/2023 16:56:00,104.0
6/5/2023 16:56:00,232.55,6/5/2023 16:56:00,109.14,6/5/2023 16:56:00,104.3
6/6/2023 16:56:00,232.49,6/6/2023 16:56:00,111.07,6/6/2023 16:56:00,106.7
6/7/2023 16:56:00,231.85,6/7/2023 16:56:00,111.78,6/7/2023 16:56:00,107.4
6/9/2023 16:56:00,231.44,6/9/2023 16:56:00,113.21,6/9/2023 16:56:00,107.8
6/12/2023 16:56:00,232.71,6/12/2023 16:56:00,113.64,6/12/2023 16:56:00,108.0
6/13/2023 16:56:00,234.1,6/13/2023 16:56:00,112.94,6/13/2023 16:56:00,105.9
6/14/2023 16:56:00,232,6/14/2023 16:56:00,115.11,6/14/2023 16:56:00,108.8
6/15/2023 16:56:00,235,6/15/2023 16:56:00,115.4,6/15/2023 16:56:00,109.6
6/16/2023 16:56:00,235,6/16/2023 16:56:00,114.9,6/16/2023 16:56:00,109.5
6/19/2023 16:56:00,232.9,6/19/2023 16:56:00,116.13,6/19/2023 16:56:00,110.4
6/20/2023 16:56:00,232.2,6/20/2023 16:56:00,115.82,6/20/2023 16:56:00,111.1
6/21/2023 16:56:00,230.07,6/21/2023 16:56:00,116.27,6/21/2023 16:56:00,111.4
6/22/2023 16:56:00,231.1,6/22/2023 16:56:00,115.26,6/22/2023 16:56:00,109.7
6/23/2023 16:56:00,229.45,6/23/2023 16:56:00,115.31,6/23/2023 16:56:00,110.1
6/26/2023 16:56:00,228,6/26/2023 16:56:00,114.42,6/26/2023 16:56:00,108.3
6/27/2023 16:56:00,232.02,6/27/2023 16:56:00,113.77,6/27/2023 16:56:00,106.3
6/28/2023 16:56:00,234.74,6/28/2023 16:56:00,113.03,6/28/2023 16:56:00,106.4
6/29/2023 16:56:00,235,6/29/2023 16:56:00,114.91,6/29/2023 16:56:00,108.8
6/30/2023 16:56:00,235.25,6/30/2023 16:56:00,114.17,6/30/2023 16:56:00,109.5
